name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Kukawa,,59680162B26946733152657,NGA,ADM2,education,DISTANCE,35000,192901,112156,62.58,8439,4.71,62.57,14515,4.71
Kukawa,,59680162B26946733152657,NGA,ADM2,education,DISTANCE,40000,234685,136450,76.14,24294,13.56,76.12,41784,13.55
Kukawa,,59680162B26946733152657,NGA,ADM2,education,DISTANCE,45000,246419,143272,79.95,6822,3.81,79.93,11734,3.81
Kukawa,,59680162B26946733152657,NGA,ADM2,education,DISTANCE,50000,259033,150603,84.04,7331,4.09,84.02,12614,4.09
Ingawa,,59680162B27261417712833,NGA,ADM2,education,DISTANCE,35000,1574,967,0.69,967,0.69,0.68,1574,0.68
Ingawa,,59680162B27261417712833,NGA,ADM2,education,DISTANCE,40000,9867,6040,4.3,5073,3.61,4.29,8293,3.61
Ingawa,,59680162B27261417712833,NGA,ADM2,education,DISTANCE,45000,35803,21874,15.57,15834,11.27,15.56,25936,11.28
Ingawa,,59680162B27261417712833,NGA,ADM2,education,DISTANCE,50000,48427,29599,21.07,7725,5.5,21.05,12624,5.49
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,25000,1108,666,0.37,666,0.37,0.37,1108,0.37
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,30000,12041,7263,3.98,6597,3.62,3.97,10933,3.61
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,35000,16603,10014,5.49,2751,1.51,5.48,4562,1.51
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,40000,30813,18574,10.19,8560,4.7,10.17,14210,4.69
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,45000,58462,35239,19.33,16665,9.14,19.3,27649,9.13
Illela,,59680162B27389948970996,NGA,ADM2,education,DISTANCE,50000,68735,41421,22.72,6182,3.39,22.69,10273,3.39
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,15000,3015,1847,1.0,1847,1.0,0.99,3015,0.99
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,20000,12733,7799,4.2,5952,3.21,4.2,9718,3.21
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,25000,32852,20129,10.85,12330,6.64,10.84,20119,6.64
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,30000,48668,29819,16.07,9690,5.22,16.06,15816,5.22
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,35000,117695,72110,38.86,42291,22.79,38.83,69027,22.78
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,40000,143973,88212,47.54,16102,8.68,47.51,26278,8.67
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,45000,152046,93160,50.2,4948,2.67,50.17,8073,2.66
Damboa,,59680162B27422550871896,NGA,ADM2,education,DISTANCE,50000,164629,100792,54.32,7632,4.11,54.32,12583,4.15
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,25000,1752,1026,0.91,1026,0.91,0.94,1752,0.94
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,30000,9490,5677,5.04,4651,4.13,5.07,7738,4.13
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,35000,22468,13480,11.96,7803,6.92,12.0,12978,6.93
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,40000,50560,30422,27.0,16942,15.03,27.0,28092,15.0
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,45000,86766,52155,46.28,21733,19.29,46.34,36206,19.34
Ajingi,,59680162B27639129809368,NGA,ADM2,education,DISTANCE,50000,141435,85094,75.51,32939,29.23,75.54,54669,29.2
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,10000,1490,772,1.56,772,1.56,1.54,1490,1.54
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,15000,56224,28828,58.19,28056,56.63,58.22,54734,56.68
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,20000,79024,40519,81.79,11691,23.6,81.83,22800,23.61
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,25000,84764,43461,87.73,2942,5.94,87.77,5740,5.94
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,30000,90788,46545,93.96,3084,6.23,94.01,6024,6.24
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,35000,93378,47887,96.67,1342,2.71,96.69,2590,2.68
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,40000,94007,48213,97.32,326,0.66,97.34,629,0.65
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,45000,96210,49351,99.62,1138,2.3,99.63,2203,2.28
Ife North,,59680162B27814311157346,NGA,ADM2,education,DISTANCE,50000,96254,49374,99.67,23,0.05,99.67,44,0.05
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,20000,33,20,0.02,20,0.02,0.02,33,0.02
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,25000,255,157,0.18,137,0.16,0.18,222,0.16
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,30000,739,457,0.53,300,0.35,0.52,484,0.34
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,35000,5133,3175,3.7,2718,3.17,3.64,4394,3.11
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,40000,31973,19612,22.88,16437,19.17,22.66,26840,19.02
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,45000,35360,21685,25.29,2073,2.42,25.06,3387,2.4
Kala Balge,,59680162B27876975276040,NGA,ADM2,education,DISTANCE,50000,48259,29566,34.49,7881,9.19,34.2,12899,9.14
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,5000,565297,258172,91.85,258172,91.85,91.84,565297,91.84
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,10000,590690,269754,95.97,11582,4.12,95.97,25393,4.13
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,15000,598236,273196,97.19,3442,1.22,97.19,7546,1.23
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,20000,600478,274219,97.56,1023,0.36,97.56,2242,0.36
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,25000,602445,275117,97.88,898,0.32,97.88,1967,0.32
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,30000,602616,275194,97.91,77,0.03,97.9,171,0.03
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,35000,602927,275336,97.96,142,0.05,97.95,311,0.05
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,40000,602961,275352,97.96,16,0.01,97.96,34,0.01
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,45000,602994,275367,97.97,15,0.01,97.96,33,0.01
Port-Harcourt,,59680162B27901935497545,NGA,ADM2,education,DISTANCE,50000,602994,275367,97.97,0,0.0,97.96,0,0.0
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,10000,109,66,0.05,66,0.05,0.05,109,0.05
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,15000,1051,632,0.45,566,0.41,0.45,942,0.41
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,20000,8964,5398,3.88,4766,3.43,3.86,7913,3.41
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,25000,28402,17077,12.28,11679,8.4,12.24,19438,8.37
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,30000,32377,19465,14.0,2388,1.72,13.95,3975,1.71
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,35000,37366,22462,16.15,2997,2.16,16.1,4989,2.15
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,40000,44297,26627,19.15,4165,2.99,19.08,6931,2.99
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,45000,49579,29798,21.43,3171,2.28,21.36,5282,2.28
Takum,,59680162B27926848768432,NGA,ADM2,education,DISTANCE,50000,87261,52280,37.59,22482,16.17,37.6,37682,16.23
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,15000,0,0,0.0,0,0.0,0.0,0,0.0
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,20000,3111,1890,1.62,1890,1.62,1.62,3111,1.62
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,25000,33382,20236,17.36,18346,15.74,17.38,30271,15.76
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,30000,41544,25190,21.61,4954,4.25,21.63,8162,4.25
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,35000,46382,28128,24.13,2938,2.52,24.15,4838,2.52
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,40000,51039,30955,26.56,2827,2.43,26.57,4657,2.42
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,45000,55898,33901,29.08,2946,2.53,29.1,4859,2.53
Rabah,,59680162B28016750993437,NGA,ADM2,education,DISTANCE,50000,60431,36654,31.44,2753,2.36,31.46,4533,2.36
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,20000,61,38,0.02,38,0.02,0.02,61,0.02
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,25000,4240,2644,1.48,2606,1.46,1.48,4179,1.46
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,30000,7764,4839,2.72,2195,1.23,2.71,3524,1.23
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,35000,11068,6888,3.87,2049,1.15,3.87,3304,1.16
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,40000,11977,7454,4.19,566,0.32,4.19,909,0.32
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,45000,23845,14923,8.38,7469,4.19,8.34,11868,4.15
Fika,,59680162B28106531466158,NGA,ADM2,education,DISTANCE,50000,28987,18119,10.18,3196,1.79,10.13,5142,1.8
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,5000,10461,5419,7.08,5419,7.08,7.09,10461,7.09
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,10000,86387,44781,58.48,39362,51.41,58.54,75926,51.46
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,15000,119828,62118,81.13,17337,22.64,81.21,33441,22.66
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,20000,137889,71536,93.43,9418,12.3,93.45,18061,12.24
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,25000,139077,72159,94.24,623,0.81,94.25,1188,0.81
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,30000,144040,74738,97.61,2579,3.37,97.62,4963,3.36
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,35000,147557,76570,100.0,1832,2.39,100.0,3517,2.38
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,40000,147557,76570,100.0,0,0.0,100.0,0,0.0
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,45000,147557,76570,100.0,0,0.0,100.0,0,0.0
Olorunda,,59680162B28193395760126,NGA,ADM2,education,DISTANCE,50000,147557,76570,100.0,0,0.0,100.0,0,0.0
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,5000,1675,1003,1.5,1003,1.5,1.5,1675,1.5
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,10000,12158,7298,10.89,6295,9.39,10.89,10483,9.39
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,15000,19804,11887,17.73,4589,6.85,17.73,7646,6.85
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,20000,38768,23272,34.72,11385,16.98,34.71,18964,16.98
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,25000,57344,34419,51.35,11147,16.63,51.34,18576,16.63
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,30000,70129,42092,62.79,7673,11.45,62.79,12785,11.45
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,35000,81385,48848,72.87,6756,10.08,72.87,11256,10.08
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,40000,83268,49976,74.55,1128,1.68,74.55,1883,1.69
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,45000,99311,59603,88.92,9627,14.36,88.92,16043,14.36
Ohimini,,59680162B2835516393243,NGA,ADM2,education,DISTANCE,50000,102785,61688,92.03,2085,3.11,92.03,3474,3.11
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,5000,386738,223908,100.0,223908,100.0,100.0,386738,100.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,10000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,15000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,20000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,25000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,30000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,35000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,40000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,45000,386738,223908,100.0,0,0.0,100.0,0,0.0
Kano Municipal,,59680162B28367664307560,NGA,ADM2,education,DISTANCE,50000,386738,223908,100.0,0,0.0,100.0,0,0.0
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,5000,41927,25428,9.66,25428,9.66,9.66,41927,9.66
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,10000,42346,25683,9.76,255,0.1,9.76,419,0.1
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,15000,43898,26624,10.11,941,0.36,10.12,1552,0.36
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,20000,131017,79460,30.18,52836,20.07,30.2,87119,20.08
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,25000,186676,113218,43.01,33758,12.82,43.03,55659,12.83
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,30000,192898,116991,44.44,3773,1.43,44.46,6222,1.43
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,35000,208592,126510,48.06,9519,3.62,48.08,15694,3.62
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,40000,211511,128277,48.73,1767,0.67,48.75,2919,0.67
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,45000,235822,143034,54.33,14757,5.61,54.36,24311,5.6
Gwoza,,59680162B2846194934808,NGA,ADM2,education,DISTANCE,50000,245926,149180,56.67,6146,2.33,56.69,10104,2.33
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,10000,613,315,0.26,315,0.26,0.26,613,0.26
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,15000,31732,16445,13.48,16130,13.23,13.52,31119,13.26
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,20000,143682,74624,61.19,58179,47.7,61.2,111950,47.69
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,25000,219498,114031,93.5,39407,32.31,93.5,75816,32.29
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,30000,222202,115437,94.65,1406,1.15,94.65,2704,1.15
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,35000,222839,115769,94.92,332,0.27,94.92,637,0.27
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,40000,227014,117930,96.69,2161,1.77,96.7,4175,1.78
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,45000,228121,118505,97.17,575,0.47,97.17,1107,0.47
Afikpo South,,59680162B28595276838631,NGA,ADM2,education,DISTANCE,50000,228121,118505,97.17,0,0.0,97.17,0,0.0
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,5000,40864,21108,19.85,21108,19.85,19.85,40864,19.85
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,10000,98848,51060,48.02,29952,28.17,48.02,57984,28.17
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,15000,126757,65476,61.58,14416,13.56,61.58,27909,13.56
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,20000,166632,86074,80.96,20598,19.37,80.95,39875,19.37
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,25000,179440,92690,87.18,6616,6.22,87.17,12808,6.22
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,30000,181487,93748,88.18,1058,1.0,88.16,2047,0.99
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,35000,188858,97554,91.76,3806,3.58,91.75,7371,3.58
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,40000,197074,101790,95.74,4236,3.98,95.74,8216,3.99
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,45000,202107,104387,98.18,2597,2.44,98.18,5033,2.44
Ndokwa West,,59680162B28606864431003,NGA,ADM2,education,DISTANCE,50000,202426,104552,98.34,165,0.16,98.34,319,0.15
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,5000,72061,35439,52.7,35439,52.7,51.75,72061,51.75
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,10000,126333,60941,90.62,25502,37.92,90.73,54272,38.98
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,15000,133263,64550,95.99,3609,5.37,95.71,6930,4.98
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,20000,135568,65663,97.64,1113,1.66,97.36,2305,1.66
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,25000,139239,67247,100.0,1584,2.36,100.0,3671,2.64
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,30000,139239,67247,100.0,0,0.0,100.0,0,0.0
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,35000,139239,67247,100.0,0,0.0,100.0,0,0.0
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,40000,139239,67247,100.0,0,0.0,100.0,0,0.0
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,45000,139239,67247,100.0,0,0.0,100.0,0,0.0
Ife Central,,59680162B28710912427622,NGA,ADM2,education,DISTANCE,50000,139239,67247,100.0,0,0.0,100.0,0,0.0
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,5000,159537,82855,37.28,82855,37.28,37.28,159537,37.28
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,10000,237622,123409,55.53,40554,18.25,55.53,78085,18.25
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,15000,332726,172797,77.76,49388,22.22,77.75,95104,22.22
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,20000,355963,184882,83.2,12085,5.44,83.18,23237,5.43
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,25000,372907,193675,87.15,8793,3.96,87.14,16944,3.96
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,30000,398034,206721,93.02,13046,5.87,93.01,25127,5.87
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,35000,403160,209373,94.22,2652,1.19,94.21,5126,1.2
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,40000,407105,211419,95.14,2046,0.92,95.13,3945,0.92
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,45000,413129,214543,96.54,3124,1.41,96.54,6024,1.41
Ogba/Egbema/Ndoni,,59680162B28887917480980,NGA,ADM2,education,DISTANCE,50000,413334,214649,96.59,106,0.05,96.58,205,0.05
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,5000,6632,3958,5.05,3958,5.05,5.08,6632,5.08
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,10000,16073,9613,12.28,5655,7.22,12.3,9441,7.23
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,15000,26546,15896,20.3,6283,8.02,20.32,10473,8.02
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,20000,40133,24050,30.71,8154,10.41,30.72,13587,10.4
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,25000,50163,30059,38.38,6009,7.67,38.4,10030,7.68
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,30000,69491,41654,53.19,11595,14.81,53.2,19328,14.8
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,35000,79456,47633,60.83,5979,7.64,60.82,9965,7.63
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,40000,82770,49619,63.36,1986,2.54,63.36,3314,2.54
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,45000,91843,55054,70.3,5435,6.94,70.31,9073,6.95
Kokona,,59680162B28903777440270,NGA,ADM2,education,DISTANCE,50000,94479,56635,72.32,1581,2.02,72.32,2636,2.02
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,10000,156,85,0.07,85,0.07,0.07,156,0.07
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,15000,2698,1480,1.25,1395,1.18,1.26,2542,1.18
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,20000,55272,30326,25.57,28846,24.33,25.76,52574,24.5
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,25000,82818,45440,38.32,15114,12.75,38.59,27546,12.84
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,30000,102164,56054,47.27,10614,8.95,47.61,19346,9.01
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,35000,116996,64194,54.14,8140,6.86,54.52,14832,6.91
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,40000,136572,75000,63.25,10806,9.11,63.64,19576,9.12
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,45000,190841,105044,88.58,30044,25.34,88.93,54269,25.29
Etsako East,,59680162B2904770846082,NGA,ADM2,education,DISTANCE,50000,193865,106732,90.01,1688,1.42,90.34,3024,1.41
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,10000,430,227,0.14,227,0.14,0.14,430,0.14
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,15000,4807,2492,1.52,2265,1.38,1.51,4377,1.37
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,20000,104716,53894,32.88,51402,31.36,32.89,99909,31.38
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,25000,140320,72184,44.04,18290,11.16,44.08,35604,11.18
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,30000,253776,130597,79.68,58413,35.64,79.72,113456,35.64
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,35000,309005,159083,97.06,28486,17.38,97.07,55229,17.35
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,40000,315563,162473,99.13,3390,2.07,99.13,6558,2.06
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,45000,317064,163247,99.6,774,0.47,99.6,1501,0.47
Ethiope East,,59680162B29085579275088,NGA,ADM2,education,DISTANCE,50000,317954,163704,99.88,457,0.28,99.88,890,0.28
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,5000,2213,1280,2.3,1280,2.3,2.31,2213,2.31
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,10000,2768,1601,2.88,321,0.58,2.88,555,0.58
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,15000,3178,1838,3.3,237,0.43,3.31,410,0.43
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,20000,3240,1874,3.37,36,0.06,3.38,62,0.06
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,25000,7774,4496,8.08,2622,4.71,8.1,4534,4.72
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,30000,12348,7142,12.83,2646,4.75,12.87,4574,4.77
Machina,,59680162B29257457515537,NGA,ADM2,education,DISTANCE,35000,15189,8821,15.85,1679,3.02,15.83,2841,2.96
